year,incident_hour,city,offense_category_name,criminal_act_name,location_area
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,8,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,2,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,10,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,15,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,5,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,12,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,15,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,3,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,7,New Britain,Assault Offenses,None/Unknown,Drug Store/Doctor's Office/Hospital
2023,8,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,13,New Britain,Assault Offenses,None/Unknown,Government/Public Building
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,10,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,15,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,12,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,13,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,14,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,15,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,1,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,7,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,11,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Convenience Store
2023,19,New Britain,Assault Offenses,None/Unknown,Department/Discount Store
2023,12,New Britain,Assault Offenses,None/Unknown,Drug Store/Doctor's Office/Hospital
2023,16,New Britain,Assault Offenses,None/Unknown,Church/Synagogue/Temple/Mosque
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Park/Playground
2023,23,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,23,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,23,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,23,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,5,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,23,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,6,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,9,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,10,New Britain,Assault Offenses,None/Unknown,Commercial/Office Building
2023,13,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,14,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,15,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,19,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,3,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,7,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,8,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,11,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,13,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,9,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,10,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,14,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,5,New Britain,Assault Offenses,None/Unknown,Shelter-Mission/Homeless
2023,12,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,19,New Britain,Assault Offenses,None/Unknown,Other/Unknown
2023,23,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,9,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,10,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,11,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,13,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,3,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,16,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,14,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,14,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,11,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,13,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,14,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,1,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Bar/Nightclub
2023,8,New Britain,Assault Offenses,None/Unknown,Cyberspace
2023,15,New Britain,Assault Offenses,None/Unknown,Air/Bus/Train Terminal
2023,17,New Britain,Assault Offenses,None/Unknown,Other/Unknown
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,11,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,Cyberspace
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Convenience Store
2023,8,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,15,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,8,New Britain,Assault Offenses,None/Unknown,Commercial/Office Building
2023,15,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,3,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,13,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,15,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,18,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,7,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,2,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,5,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,15,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,15,New Britain,Assault Offenses,None/Unknown,Drug Store/Doctor's Office/Hospital
2023,3,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,9,New Britain,Assault Offenses,None/Unknown,Government/Public Building
2023,22,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,6,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,8,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Other/Unknown
2023,2,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,14,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,13,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,13,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,14,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,1,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,8,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,11,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,13,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,17,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Cyberspace
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,16,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,23,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,23,New Britain,Assault Offenses,None/Unknown,Other/Unknown
2023,23,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Other/Unknown
2023,22,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,14,New Britain,Assault Offenses,None/Unknown,Air/Bus/Train Terminal
2023,15,New Britain,Assault Offenses,None/Unknown,Cyberspace
2023,22,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,23,New Britain,Assault Offenses,None/Unknown,Convenience Store
2023,2,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,7,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,13,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,13,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,15,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,School-College/University
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Commercial/Office Building
2023,19,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,23,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,1,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,8,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,10,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,7,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,13,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,20,New Britain,Assault Offenses,None/Unknown,Drug Store/Doctor's Office/Hospital
2023,16,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,18,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,16,New Britain,Assault Offenses,None/Unknown,Other/Unknown
2023,20,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,1,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,6,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,20,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,22,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,7,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,2,New Britain,Assault Offenses,None/Unknown,Cyberspace
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,2,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,13,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,19,New Britain,Assault Offenses,None/Unknown,Convenience Store
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,22,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,8,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,10,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,16,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,20,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,8,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,15,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,11,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,18,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,17,New Britain,Assault Offenses,None/Unknown,Cyberspace
2023,8,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,9,New Britain,Assault Offenses,None/Unknown,School-Elementary/Secondary
2023,18,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,18,New Britain,Assault Offenses,None/Unknown,Other/Unknown
2023,14,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,17,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,6,New Britain,Assault Offenses,None/Unknown,Drug Store/Doctor's Office/Hospital
2023,14,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,21,New Britain,Assault Offenses,None/Unknown,Highway/Road/Alley/Street/Sidewalk
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,0,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,4,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,12,New Britain,Assault Offenses,None/Unknown,Residence/Home
2023,20,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
2023,20,New Britain,Assault Offenses,None/Unknown,Parking/Drop Lot/Garage
